x,y
0.06412733872456244,2.5633965721445424
0.07553866150950017,2.542555996102722
0.279002614559701,2.0496021862604494
0.47715064078394165,1.57900502779426
0.5163479248067282,1.6473426167425314
0.5367885747163537,1.4860941016996727
0.6164112128333339,1.4806474971595405
0.6374906563993545,1.55498027856345
0.6463688509781309,1.3929667133742065
0.6936354680950682,1.3238288397059663
0.962618017586944,1.017919433879634
0.9775717721662511,1.028588166484424
1.059893693501252,0.9985240090348189
1.2689165221673249,0.781862289672442
1.3048656156928495,0.6808479467383143
1.3711250185671244,0.730707747035705
1.4561737618460242,0.6963333048382048
1.5536803121618181,0.4631720613081197
1.711319844367336,0.5114316725503096
1.7710622795408382,0.4788918303079889
1.8143324872170838,0.5021192324745816
1.8355901690244694,0.4256704481599242
1.8966582760629218,0.48751082292826603
1.9615329759972435,0.3599192998433571
1.9833335514682757,0.4249922172696148
1.9852119153045167,0.35841746287581083
1.999597515789846,0.46308278126406954
2.5302742295476457,0.17790539548673615
2.745255729866772,0.10334911409840151
2.9706029142881403,0.125185671370955
